study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	submitted_md5	submitted_ftp
PRJEB33905	SAMEA5856595	ERX3493495	ERR3471832	408170	human gut metagenome	230a915af115e47d229922ab068893bf;194f3e0823944a4b728828ed736a8119	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471832/J0725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471832/J0725_2.fastq.gz
PRJEB33905	SAMEA5856598	ERX3493498	ERR3471835	408170	human gut metagenome	c98f468b6fba6cc1eb2b316751b344ef;e52f96050762b899d0d01f353fc07557	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471835/J0728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471835/J0728_2.fastq.gz
PRJEB33905	SAMEA5856600	ERX3493500	ERR3471837	408170	human gut metagenome	fbc1c38dc8feee651d1583269d58d233;2ada04e686b6390e39501ac5cbdeb390	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471837/J0730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471837/J0730_2.fastq.gz
PRJEB33905	SAMEA5856602	ERX3493502	ERR3471839	408170	human gut metagenome	7a19205bbcab64f3d7b3146a37d7933f;e6df7653a5b9a561d7540b271eb8c6bf	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471839/J0732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471839/J0732_2.fastq.gz
PRJEB33905	SAMEA5856603	ERX3493503	ERR3471840	408170	human gut metagenome	31e67c224a8f7b8a9f7811476076f177;d0266638e5252904ef567944f76e0885	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471840/J0733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471840/J0733_2.fastq.gz
PRJEB33905	SAMEA5856604	ERX3493504	ERR3471841	408170	human gut metagenome	4e65c773f4fd744d072c013339e4a4a0;8d1622de71194103d0d52493c1b55016	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471841/J0734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471841/J0734_2.fastq.gz
PRJEB33905	SAMEA5856607	ERX3493507	ERR3471844	408170	human gut metagenome	428643054b4b997e162e506fab9ee503;3f0fa9a7c1ac309a0080a9d7d94c4ad1	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471844/J0737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471844/J0737_2.fastq.gz
PRJEB33905	SAMEA5856609	ERX3493509	ERR3471846	408170	human gut metagenome	f520a4167d99844daf3185e5d80f6e32;98460588856cc69c5805392b001b742a	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471846/J0739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471846/J0739_2.fastq.gz
PRJEB33905	SAMEA5856610	ERX3493510	ERR3471847	408170	human gut metagenome	c45854427d35997e87a0b4846258f4d8;3d7bf9662fad21dbadb68650c01f4816	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471847/J0740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471847/J0740_2.fastq.gz
PRJEB33905	SAMEA5856614	ERX3493514	ERR3471851	408170	human gut metagenome	aed62271a26087d3070215244920dc56;5bf6905bf841fbd86f7b6b3ebe7e7c4b	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471851/J0744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471851/J0744_2.fastq.gz
PRJEB33905	SAMEA5856615	ERX3493515	ERR3471852	408170	human gut metagenome	6ddb07d04a2934fded88238899d244da;a2fc55d35534a5ad5bdd5834ebf6513b	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471852/J0745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471852/J0745_2.fastq.gz
PRJEB33905	SAMEA5856616	ERX3493516	ERR3471853	408170	human gut metagenome	df52e6ef4a4dd77b592bf11ad37d1331;3dd2616a61e3cba75c716c9d86316f83	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471853/J0746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471853/J0746_2.fastq.gz
PRJEB33905	SAMEA5856617	ERX3493517	ERR3471854	408170	human gut metagenome	a2efcd4a2f613e523d39737be8c99b98;a109cf821c88e96f67c13ee31d2fa29d	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471854/J0747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471854/J0747_2.fastq.gz
PRJEB33905	SAMEA5856621	ERX3493521	ERR3471858	408170	human gut metagenome	57984e146936e474be635ec667c2a693;9302c2b8266e41de7b0d676de4c210fe	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471858/J0751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471858/J0751_2.fastq.gz
PRJEB33905	SAMEA5856622	ERX3493522	ERR3471859	408170	human gut metagenome	32f3a8a0cbceb209f85aebdd1667c291;8c45f82656248854103969132a73b86b	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471859/J0753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471859/J0753_2.fastq.gz
PRJEB33905	SAMEA5856627	ERX3493527	ERR3471864	408170	human gut metagenome	773debfea6ae4e851a1b2864a3334ce8;470ffb1994511c046d6c784b421635f9	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471864/J0758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471864/J0758_2.fastq.gz
PRJEB33905	SAMEA5856628	ERX3493528	ERR3471865	408170	human gut metagenome	1733860831cd542498c72064fbc8dfb1;932c40bfb6a8ef861ea4c8bca89c3faf	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471865/J0759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471865/J0759_2.fastq.gz
PRJEB33905	SAMEA5856629	ERX3493529	ERR3471866	408170	human gut metagenome	4670c097dd12fa4b9dba8f5041f0e1fd;77d94765f0e7a769e784a197759302e5	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471866/J0760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471866/J0760_2.fastq.gz
PRJEB33905	SAMEA5856630	ERX3493530	ERR3471867	408170	human gut metagenome	5c626eeeb23391d50a221f16546adee9;9b03c5ba478a093e1894b10e565ab3a6	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471867/J0761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471867/J0761_2.fastq.gz
PRJEB33905	SAMEA5856632	ERX3493532	ERR3471869	408170	human gut metagenome	8f38ca0ab96981c11775cde6b993bf16;f7d516ba1fe42e843525570224e47843	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471869/J0763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471869/J0763_2.fastq.gz
PRJEB33905	SAMEA5856633	ERX3493533	ERR3471870	408170	human gut metagenome	327a5f94446fe95af0b6ed2cf9f6ae20;fe3908d9718433f079b73797ff899f86	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471870/J0764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471870/J0764_2.fastq.gz
PRJEB33905	SAMEA5856634	ERX3493534	ERR3471871	408170	human gut metagenome	36de63ce44d57283253ee4dcb4d30c25;171b1c1c062206ba40e953376793bf4c	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471871/J0765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471871/J0765_2.fastq.gz
PRJEB33905	SAMEA5856635	ERX3493535	ERR3471872	408170	human gut metagenome	e7f9bd0f11d04c4d95b89b8f2a6caa77;fe71acb50a30c252610fa1742b968aa1	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471872/J0766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471872/J0766_2.fastq.gz
PRJEB33905	SAMEA5856641	ERX3493541	ERR3471878	408170	human gut metagenome	06417a6ee89104d59f47288bcb693d57;2e57b173cdea3bc2182d879c08b499b3	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471878/J0772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471878/J0772_2.fastq.gz
PRJEB33905	SAMEA5856642	ERX3493542	ERR3471879	408170	human gut metagenome	c7086baf91675742f56f134f60b69a2e;3001e16dca4702b1ff89e7ef069e7c00	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471879/J0773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471879/J0773_2.fastq.gz
PRJEB33905	SAMEA5856646	ERX3493546	ERR3471883	408170	human gut metagenome	24020f217666099999dc174e1e60d29b;36a6b2dea4761194403c72bfc8534612	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471883/J0777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471883/J0777_2.fastq.gz
PRJEB33905	SAMEA5856647	ERX3493547	ERR3471884	408170	human gut metagenome	9dc64b3675aaa168f94e8ae9d863db97;1faa49180d7d2342ea46d05373a1d0b2	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471884/J0778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471884/J0778_2.fastq.gz
PRJEB33905	SAMEA5856650	ERX3493550	ERR3471887	408170	human gut metagenome	adad11bee534dc4fd1f7262ece87b5a1;52f0e1dd386d9395aac4ef35d7c432fe	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471887/J0781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471887/J0781_2.fastq.gz
PRJEB33905	SAMEA5856654	ERX3493554	ERR3471891	408170	human gut metagenome	31d4bb8228993f966d9492c75bd8d9de;bf32e92490871bfa06ebf1f7b49e3450	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471891/J0785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471891/J0785_2.fastq.gz
PRJEB33905	SAMEA5856656	ERX3493556	ERR3471893	408170	human gut metagenome	b19b3241c17e5d3824b3cff5bcfdf015;78eede42bb27b957c8cc5be40080cf6c	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471893/J0787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471893/J0787_2.fastq.gz
PRJEB33905	SAMEA5856657	ERX3493557	ERR3471894	408170	human gut metagenome	f11119e61f5251a4a8b90dd1a1d2b656;227ec9a777662b6983b9f593068bff1c	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471894/J0788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471894/J0788_2.fastq.gz
PRJEB33905	SAMEA5856658	ERX3493558	ERR3471895	408170	human gut metagenome	177f930994edf8d17b2e326eb0272c2d;0f77f438a453a0aeb0cf0ebb91ca8669	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471895/J0789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471895/J0789_2.fastq.gz
PRJEB33905	SAMEA5856659	ERX3493559	ERR3471896	408170	human gut metagenome	8f5e452bca25b1e14bbfeaacb60e8413;5d2196d6fed1f2632b4cf50d688f7dee	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471896/J0790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471896/J0790_2.fastq.gz
PRJEB33905	SAMEA5856660	ERX3493560	ERR3471897	408170	human gut metagenome	7bb14c95a1a669f9e1b8faf117e57131;39a132ccb61e8898039df4607fb3b322	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471897/J0791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471897/J0791_2.fastq.gz
PRJEB33905	SAMEA5856663	ERX3493563	ERR3471900	408170	human gut metagenome	c218778f8f92261d4cafd9592d8e472b;10d1ed5a4361ede301b111b2246c104e	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471900/J0794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471900/J0794_2.fastq.gz
PRJEB33905	SAMEA5856664	ERX3493564	ERR3471901	408170	human gut metagenome	72d85f67ca1d228ab64bd5a76e974ae2;13aa574b350f6414e55e3a16e8000919	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471901/J0795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471901/J0795_2.fastq.gz
PRJEB33905	SAMEA5856665	ERX3493565	ERR3471902	408170	human gut metagenome	47079a0d520f206d2976b21848062426;26837f4149d42f671a7a300cbc6ae8a3	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471902/J0796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471902/J0796_2.fastq.gz
PRJEB33905	SAMEA5856668	ERX3493568	ERR3471905	408170	human gut metagenome	d283ca3b37ab0442c11fb5a6750c741e;d7b3d61a82d3e67cc2062c929fc0dba0	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471905/J0799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471905/J0799_2.fastq.gz
PRJEB33905	SAMEA5856670	ERX3493570	ERR3471907	408170	human gut metagenome	244841d69f13dcf4b19bb33892a94de3;3afcd3dd5b5a43f5a7d4d46950c63d30	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471907/J0801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471907/J0801_2.fastq.gz
PRJEB33905	SAMEA5856672	ERX3493572	ERR3471909	408170	human gut metagenome	9cbd6e0dabab11e748b9dc1feb378dac;71dd2a5ed24718ba77d215ccf0063729	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471909/J0803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471909/J0803_2.fastq.gz
PRJEB33905	SAMEA5856673	ERX3493573	ERR3471910	408170	human gut metagenome	9263cc0f577c839dbb01af42ea2ae768;3a6447c5ac7c868f6c37430beddf9131	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471910/J0804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471910/J0804_2.fastq.gz
PRJEB33905	SAMEA5856675	ERX3493575	ERR3471912	408170	human gut metagenome	0f7e5d6ffd09fed489d309513109c33d;46eec036ac0c70ec8016852719ebc96a	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471912/J0806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471912/J0806_2.fastq.gz
PRJEB33905	SAMEA5856677	ERX3493577	ERR3471914	408170	human gut metagenome	6553aa49e4fa0a84c730fc63eeb123b3;9fa0728acf7f14fd771aaccf43f1dcf9	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471914/J0808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471914/J0808_2.fastq.gz
PRJEB33905	SAMEA5856680	ERX3493580	ERR3471917	408170	human gut metagenome	797208535b5a736dc48c5021b3725483;3f76ca3abe99b41bf04a5303e705e8e1	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471917/J0811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471917/J0811_2.fastq.gz
PRJEB33905	SAMEA5856683	ERX3493583	ERR3471920	408170	human gut metagenome	0d8d26712e4e2fa00c5ea55aae40eb82;9fae5ba6252fe7d0366d330313aa2b78	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471920/J0814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471920/J0814_2.fastq.gz
PRJEB33905	SAMEA5856688	ERX3493588	ERR3471925	408170	human gut metagenome	58a0c56610c278060662860d7d94a072;8ec529df58d39a19d7efbbd4c6ac5363	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471925/J0819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471925/J0819_2.fastq.gz
PRJEB33905	SAMEA5856690	ERX3493590	ERR3471927	408170	human gut metagenome	c496213269c0663f23de170eee1f2968;d6442a8f1896ad86d7b497d153174c3f	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471927/J0821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471927/J0821_2.fastq.gz
PRJEB33905	SAMEA5856691	ERX3493591	ERR3471928	408170	human gut metagenome	5c223a11e51b275ec7f9563f8d3b7654;fb80831c1f124aacd5a7687e81eaf126	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471928/J0822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471928/J0822_2.fastq.gz
PRJEB33905	SAMEA5856692	ERX3493592	ERR3471929	408170	human gut metagenome	f7ef9ecc1f49cf793ffff34f648f8105;64ed0778c6df78d4dce19122ebe1f2f7	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471929/J0823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471929/J0823_2.fastq.gz
PRJEB33905	SAMEA5856700	ERX3493600	ERR3471937	408170	human gut metagenome	6cc19947f17d38eddbc41ac890b7cccb;66f61076a55d24094c930e3a539ca6f9	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471937/J0831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471937/J0831_2.fastq.gz
PRJEB33905	SAMEA5856703	ERX3493603	ERR3471940	408170	human gut metagenome	064e37a35c2f564a5d3bbcd43893579e;0f5a205597f3fcd71af09af311e013b0	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471940/J0834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471940/J0834_2.fastq.gz
PRJEB33905	SAMEA5856708	ERX3493608	ERR3471945	408170	human gut metagenome	581fc4f28ea88e386044045a87d70cb0;1e4803b37139e036b7059592e30ed341	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471945/J0839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471945/J0839_2.fastq.gz
PRJEB33905	SAMEA5856709	ERX3493609	ERR3471946	408170	human gut metagenome	45c54a39eb141b01ce6a5639b846339a;90af8a20cd40880298ba95a340028054	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471946/J0840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471946/J0840_2.fastq.gz
PRJEB33905	SAMEA5856710	ERX3493610	ERR3471947	408170	human gut metagenome	05c05a316a224f565133962ed60d9ef4;e92f040d5d8c69669308647ac7df6409	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471947/J0841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471947/J0841_2.fastq.gz
PRJEB33905	SAMEA5856712	ERX3493612	ERR3471949	408170	human gut metagenome	56e54fac8ee4cc0f740d548861b13ff3;685f5c1f35b49a0672e44e877eb53918	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471949/J0843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471949/J0843_2.fastq.gz
PRJEB33905	SAMEA5856715	ERX3493615	ERR3471952	408170	human gut metagenome	5cc4ebb250dd3becb2714bb649045719;3a04fdab7f98a7b42c0fbc9cefcd8295	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471952/J0846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471952/J0846_2.fastq.gz
PRJEB33905	SAMEA5856718	ERX3493618	ERR3471955	408170	human gut metagenome	279d4256634a0699e358c03f92c8169e;237e22c9fcd88bb347919dbb2a670fec	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471955/J0849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471955/J0849_2.fastq.gz
PRJEB33905	SAMEA5856719	ERX3493619	ERR3471956	408170	human gut metagenome	05c6b09206a2e5190c268ecc3a83e643;6f284a44f52f8ae319a8dd6859ef2148	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471956/J0850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471956/J0850_2.fastq.gz
PRJEB33905	SAMEA5856723	ERX3493623	ERR3471960	408170	human gut metagenome	baf0671f165ec5a68d9710de282e77ce;7dd0f17235042edacc85741c3220a30c	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471960/J0854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471960/J0854_2.fastq.gz
PRJEB33905	SAMEA5856725	ERX3493625	ERR3471962	408170	human gut metagenome	a8ec4907d71d4a6b5f4391e17a382e70;f4d5a49b29f5b6c7794ad00159878693	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471962/J0856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471962/J0856_2.fastq.gz
PRJEB33905	SAMEA5856729	ERX3493629	ERR3471966	408170	human gut metagenome	5935711040fc09d1459ba670bd921488;9710cb5f022dd92e643793d1b9d68847	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471966/J0860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471966/J0860_2.fastq.gz
PRJEB33905	SAMEA5856733	ERX3493633	ERR3471970	408170	human gut metagenome	44ab4117f70a38274ac26f99fb0529d1;ad6588e8ae15a8ca02d8592fef9d6beb	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471970/J0864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471970/J0864_2.fastq.gz
PRJEB33905	SAMEA5856740	ERX3493640	ERR3471977	408170	human gut metagenome	05f586c9e1c5694d6ab31caf720ee6bd;2780fac8c2e8649c19f85c6ac4446d4f	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471977/J0871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471977/J0871_2.fastq.gz
PRJEB33905	SAMEA5856742	ERX3493642	ERR3471979	408170	human gut metagenome	07d2befa51836fa54eaf69f4268ebf8f;7091f61391000389f9db498dbf2cd6d9	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471979/J0873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471979/J0873_2.fastq.gz
PRJEB33905	SAMEA5856743	ERX3493643	ERR3471980	408170	human gut metagenome	985c668ff254095594fea98ea51f39c4;2c6c78dd7aa6bed176ef715642d35626	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471980/J0874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471980/J0874_2.fastq.gz
PRJEB33905	SAMEA5856747	ERX3493647	ERR3471984	408170	human gut metagenome	3d6ac9c54a5e0e6b6e2478a4308d2801;47fd33caf79410ca066131226e9eb940	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471984/J0878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471984/J0878_2.fastq.gz
PRJEB33905	SAMEA5856749	ERX3493649	ERR3471986	408170	human gut metagenome	8064cd00dca7f34dd854575bdc2b9f7d;fdd1dab0f2f93bc068660c9f81bd3b3a	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471986/J0881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471986/J0881_2.fastq.gz
PRJEB33905	SAMEA5856750	ERX3493650	ERR3471987	408170	human gut metagenome	42c8116b59ddf209a4b0a1bd0c1597db;739daaee38a894b9bcb77a91c1116abe	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471987/J0882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471987/J0882_2.fastq.gz
PRJEB33905	SAMEA5856757	ERX3493657	ERR3471994	408170	human gut metagenome	95b5510dc0f3317b7c1f47c68ad54e22;34d827c4756bc486919f2f0b0b9c8bf8	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471994/J0889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471994/J0889_2.fastq.gz
PRJEB33905	SAMEA5856763	ERX3493663	ERR3472000	408170	human gut metagenome	5584eb8bd59c16b35448921def3518bd;6b0e975073517904223e3fb7029cd154	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472000/J0895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472000/J0895_2.fastq.gz
PRJEB33905	SAMEA5856765	ERX3493665	ERR3472002	408170	human gut metagenome	30f1a3879fce9328f0674968670f9d2e;d1e404b77df5f835e41c6e627c8b39d4	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472002/J0897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472002/J0897_2.fastq.gz
PRJEB33905	SAMEA5856768	ERX3493668	ERR3472005	408170	human gut metagenome	9513696935713f86de28ec4fb26d7998;b7c5fe83336fac2e4404b1e91d9be3f6	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472005/J0900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472005/J0900_2.fastq.gz
PRJEB33905	SAMEA5856769	ERX3493669	ERR3472006	408170	human gut metagenome	1d3dd74c8ce211aadce66991fcdf7baa;1aa6661272f2736bc29d3c017f5bcd6d	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472006/J0901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472006/J0901_2.fastq.gz
PRJEB33905	SAMEA5856770	ERX3493670	ERR3472007	408170	human gut metagenome	894430a0499112d33fc3acddeb1b9e2b;00cb1aed38b7110398a942eac9ddfcdc	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472007/J0902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472007/J0902_2.fastq.gz
PRJEB33905	SAMEA5856773	ERX3493673	ERR3472010	408170	human gut metagenome	50524244e94024e0c59ee29de46c4f9f;14352a81e4cd54b3b2ef3f19f4c88ad6	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472010/J0905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472010/J0905_2.fastq.gz
PRJEB33905	SAMEA5856775	ERX3493675	ERR3472012	408170	human gut metagenome	aeb7e3470f3f4f917c1e5a0a5c3124a6;a30b294cf466fcd5149364e7cff40181	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472012/J0907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3472012/J0907_2.fastq.gz
