study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	submitted_md5	submitted_ftp	sample_alias
PRJEB57967	SAMEA112182389	ERX10072757	ERR10559154	447426	human oral metagenome	1e40f3888282cf61c49d78ecb14e98e0;b7db2db0f06f63e9a4ca9d2bfaeb0fdd	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559154/SJ1551_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559154/SJ1551_2.fastp.fastq.gz	SJ1551
PRJEB57967	SAMEA112182396	ERX10072758	ERR10559155	447426	human oral metagenome	c9dc1efee253223392bb1bfc5703e651;c4693aa4ff548f1501eb1fb428573126	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559155/SJ1552_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559155/SJ1552_2.fastp.fastq.gz	SJ1552
PRJEB57967	SAMEA112182332	ERX10072759	ERR10559156	447426	human oral metagenome	e3517e318fbc43f23af257e52b487769;c6a22be5cf57d1d20f91191536c55bad	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559156/SJ1553_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559156/SJ1553_2.fastp.fastq.gz	SJ1553
PRJEB57967	SAMEA112182329	ERX10072760	ERR10559157	447426	human oral metagenome	651a4c0f98f16f1db58f7c3da493cd2a;9590755f911b02d0a904d8ff1adc14a6	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559157/SJ1554_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559157/SJ1554_2.fastp.fastq.gz	SJ1554
PRJEB57967	SAMEA112182298	ERX10072761	ERR10559158	447426	human oral metagenome	5f2dcb87c519338a37633eff69710fdd;ebbb863ba09564943e3743710a56a97f	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559158/SJ1555_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559158/SJ1555_2.fastp.fastq.gz	SJ1555
PRJEB57967	SAMEA112182277	ERX10072762	ERR10559159	447426	human oral metagenome	09cf72ed7979967495e406e8a7305569;0b58025e62c88c4e938f571e2453defb	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559159/SJ1556_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559159/SJ1556_2.fastp.fastq.gz	SJ1556
PRJEB57967	SAMEA112182407	ERX10072766	ERR10559163	447426	human oral metagenome	b3a8aecffd48dcd08e0d6a14bd69bc3d;74e2d81ae0b7efd9dfc891a8a7646844	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559163/SJ1560_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559163/SJ1560_2.fastp.fastq.gz	SJ1560
PRJEB57967	SAMEA112182363	ERX10072768	ERR10559165	447426	human oral metagenome	98e22e5aa51f9e60433126dd35e74c41;d532bd100b905019dbc14c637dc3bd67	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559165/SJ1562_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559165/SJ1562_2.fastp.fastq.gz	SJ1562
PRJEB57967	SAMEA112182325	ERX10072773	ERR10559170	447426	human oral metagenome	22a7f35b02e4d8178fc64de40faff172;c79f1286ebac9141cdf0aa9c20645dee	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559170/SJ1567_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559170/SJ1567_2.fastp.fastq.gz	SJ1567
PRJEB57967	SAMEA112182487	ERX10072775	ERR10559172	447426	human oral metagenome	dae9503443ba382bc47d1ea3a223f5f2;11a9e46025a02f79b72053ca71a62da2	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559172/SJ1569_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559172/SJ1569_2.fastp.fastq.gz	SJ1569
PRJEB57967	SAMEA112182412	ERX10072782	ERR10559179	447426	human oral metagenome	81d04d1860fb58419064d5caed5c43fa;d454237c25790da3dddeba0c05814877	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559179/SJ1576_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559179/SJ1576_2.fastp.fastq.gz	SJ1576
PRJEB57967	SAMEA112182480	ERX10072788	ERR10559185	447426	human oral metagenome	0dc7ae527c51e9cd27e5df98f0f547a8;263cdf33e41631b2d78d53591c8310c3	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559185/SJ1582_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559185/SJ1582_2.fastp.fastq.gz	SJ1582
PRJEB57967	SAMEA112182220	ERX10072793	ERR10559190	447426	human oral metagenome	21092987168cc11ddb65b36177b072bd;a4639c39a682aa8b41de9741792592ee	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559190/SJ1587_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559190/SJ1587_2.fastp.fastq.gz	SJ1587
PRJEB57967	SAMEA112182465	ERX10072794	ERR10559191	447426	human oral metagenome	1c096fbcd750f0d613e135eacdc7ed77;c219480b76621e7407fbd189c8ba3f76	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559191/SJ1588_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559191/SJ1588_2.fastp.fastq.gz	SJ1588
PRJEB57967	SAMEA112182346	ERX10072796	ERR10559193	447426	human oral metagenome	b985a8d68af65b83be3c603fa8897726;8955e2691c3e530167b78455a0be2473	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559193/SJ1590_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559193/SJ1590_2.fastp.fastq.gz	SJ1590
PRJEB57967	SAMEA112182447	ERX10072799	ERR10559196	447426	human oral metagenome	4669333c428061bf001982518151f2de;9df68765e7795371d69efa6b17e61251	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559196/SJ1593_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559196/SJ1593_2.fastp.fastq.gz	SJ1593
PRJEB57967	SAMEA112182387	ERX10072800	ERR10559197	447426	human oral metagenome	b5375f1519039d0743282f538a798c61;be358719624a60c504efc501e1eabb36	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559197/SJ1594_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559197/SJ1594_2.fastp.fastq.gz	SJ1594
PRJEB57967	SAMEA112182423	ERX10072801	ERR10559198	447426	human oral metagenome	35dc07041263e501ce4eee351c0b9f7e;f9418295eb720f44c968aca2357f8307	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559198/SJ1595_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559198/SJ1595_2.fastp.fastq.gz	SJ1595
PRJEB57967	SAMEA112182366	ERX10072803	ERR10559200	447426	human oral metagenome	9dc4bdf69672eeeae60e9408ad50657d;aac286284e545057d67c1e8f1fef4e99	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559200/SJ1597_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559200/SJ1597_2.fastp.fastq.gz	SJ1597
PRJEB57967	SAMEA112182431	ERX10072806	ERR10559203	447426	human oral metagenome	e1d7c052fd095a48d405c7242f7ad4a4;7fb0a8fddcc5b6a68e34db47b672194a	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559203/SJ1600_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559203/SJ1600_2.fastp.fastq.gz	SJ1600
PRJEB57967	SAMEA112182495	ERX10072807	ERR10559204	447426	human oral metagenome	4cf117f119228fe23d341a2fb5705fe4;73dc6866a664c66a6f718d297ced03f3	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559204/SJ1601_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559204/SJ1601_2.fastp.fastq.gz	SJ1601
PRJEB57967	SAMEA112182293	ERX10072812	ERR10559209	447426	human oral metagenome	8a3d493eed4108f53135bd112c25695d;738bab619bcf88014755fb2cce14d380	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559209/SJ1606_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559209/SJ1606_2.fastp.fastq.gz	SJ1606
PRJEB57967	SAMEA112182483	ERX10072814	ERR10559211	447426	human oral metagenome	cb253a0584d710bc0e08e624c2384b28;c6f962950f08a7254aa71362411dc41d	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559211/SJ1608_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559211/SJ1608_2.fastp.fastq.gz	SJ1608
PRJEB57967	SAMEA112182547	ERX10072816	ERR10559213	447426	human oral metagenome	e3a1628479944d4ee3580e8c820771ae;05e222c0da09ad9ae77185790c464ab6	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559213/SJ1610_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559213/SJ1610_2.fastp.fastq.gz	SJ1610
PRJEB57967	SAMEA112182381	ERX10072817	ERR10559214	447426	human oral metagenome	206c2bc8d1e9a0d9964586221ffb0360;5852d193ff4508286f92b4a8dc1b33ab	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559214/SJ1611_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559214/SJ1611_2.fastp.fastq.gz	SJ1611
PRJEB57967	SAMEA112182394	ERX10072819	ERR10559216	447426	human oral metagenome	6d0f8d8eeef3facc5c7d5b2e10042e11;8c0af567ad877aa713679abe49c1c6d3	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559216/SJ1613_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559216/SJ1613_2.fastp.fastq.gz	SJ1613
PRJEB57967	SAMEA112182426	ERX10072820	ERR10559217	447426	human oral metagenome	5b48cfedafbb2a8b3bbb801ab229a8a4;75a18358827118c59424aa75d05be833	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559217/SJ1614_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559217/SJ1614_2.fastp.fastq.gz	SJ1614
PRJEB57967	SAMEA112182502	ERX10072821	ERR10559218	447426	human oral metagenome	0320bdbee656541237eb7ba78495acdb;8ca264aaf0ceaed70506010a2ffc0f36	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559218/SJ1615_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559218/SJ1615_2.fastp.fastq.gz	SJ1615
PRJEB57967	SAMEA112182486	ERX10072822	ERR10559219	447426	human oral metagenome	7090cf6fd71ada57126e07046ed821d3;3b00cca94dfe58344a226d278f06c4de	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559219/SJ1616_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559219/SJ1616_2.fastp.fastq.gz	SJ1616
PRJEB57967	SAMEA112182499	ERX10072828	ERR10559225	447426	human oral metagenome	2d648acfa1c29de9352c4fac7deefb92;3fa821df254609d38dfc8b58e49913d0	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559225/SJ1622_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559225/SJ1622_2.fastp.fastq.gz	SJ1622
PRJEB57967	SAMEA112182438	ERX10072830	ERR10559227	447426	human oral metagenome	7779bed139af154235790b8e3e51652a;c9cc2ace83fa8d594ec62a72ac67fc9d	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559227/SJ1624_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559227/SJ1624_2.fastp.fastq.gz	SJ1624
PRJEB57967	SAMEA112182436	ERX10072834	ERR10559231	447426	human oral metagenome	47a84734cef11912ea0435747227135d;cd5a2c95fc03eda205a5d2ceef0eb6d8	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559231/SJ1628_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559231/SJ1628_2.fastp.fastq.gz	SJ1628
PRJEB57967	SAMEA112182585	ERX10072836	ERR10559233	447426	human oral metagenome	73339e1611422c780764b0ab7a98d78d;09bd62102e400eb87b119acd0665bf38	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559233/SJ1630_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559233/SJ1630_2.fastp.fastq.gz	SJ1630
PRJEB57967	SAMEA112182508	ERX10072837	ERR10559234	447426	human oral metagenome	4898235bdbce72a930d6518915075e86;b4a84328234143db426f9a742c434b07	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559234/SJ1631_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559234/SJ1631_2.fastp.fastq.gz	SJ1631
PRJEB57967	SAMEA112182560	ERX10072838	ERR10559235	447426	human oral metagenome	bbf3cb8b67e2d1c3d4c7808a079a0a37;6e12ef07d600e9434322a8ba94812328	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559235/SJ1632_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559235/SJ1632_2.fastp.fastq.gz	SJ1632
PRJEB57967	SAMEA112182449	ERX10072840	ERR10559237	447426	human oral metagenome	035efeeec8498d0c2b08af1bad7d1007;33f7b4deb3b7955cf0304cb7180f3c08	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559237/SJ1634_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559237/SJ1634_2.fastp.fastq.gz	SJ1634
PRJEB57967	SAMEA112182567	ERX10072842	ERR10559239	447426	human oral metagenome	c0b389dffa84aba60ddf91fdf38e0077;90fe1990aae0f0a2f968cbe70e902791	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559239/SJ1636_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559239/SJ1636_2.fastp.fastq.gz	SJ1636
PRJEB57967	SAMEA112182478	ERX10072843	ERR10559240	447426	human oral metagenome	ee24a7c9e462c240aa9a14e13f5a9b9e;dc4f4b4e5b219dbc8be89bd26b5cefb5	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559240/SJ1637_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559240/SJ1637_2.fastp.fastq.gz	SJ1637
PRJEB57967	SAMEA112182489	ERX10072844	ERR10559241	447426	human oral metagenome	ed0febea34ce5321221e15a63d5ba245;663b4635f5b31e10064475513961a6ab	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559241/SJ1638_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559241/SJ1638_2.fastp.fastq.gz	SJ1638
PRJEB57967	SAMEA112182485	ERX10072847	ERR10559244	447426	human oral metagenome	6e862e50680263e8170b25ccd75865ae;1cbc44c7d6012c533bc6255843be8657	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559244/SJ1641_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559244/SJ1641_2.fastp.fastq.gz	SJ1641
PRJEB57967	SAMEA112182530	ERX10072849	ERR10559246	447426	human oral metagenome	0f1f99e47dfc4e1b102151850be440b4;90a923844786d2c7536d2bd54efc363c	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559246/SJ1643_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559246/SJ1643_2.fastp.fastq.gz	SJ1643
PRJEB57967	SAMEA112182555	ERX10072852	ERR10559249	447426	human oral metagenome	30ea36e4989bbdd716a65d610f46678e;b4edb1e983746f113960176279333598	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559249/SJ1646_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559249/SJ1646_2.fastp.fastq.gz	SJ1646
PRJEB57967	SAMEA112182515	ERX10072858	ERR10559255	447426	human oral metagenome	e891cfb53b9a1d855d626053eb30d11f;ddf3878ad36b8ec00add3161cea041dd	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559255/SJ1652_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559255/SJ1652_2.fastp.fastq.gz	SJ1652
PRJEB57967	SAMEA112182574	ERX10072861	ERR10559258	447426	human oral metagenome	7fa08c7acfaaa0afc6855548e6779954;679146b799789d63e3b7b5629a5c1816	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559258/SJ1655_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559258/SJ1655_2.fastp.fastq.gz	SJ1655
PRJEB57967	SAMEA112182532	ERX10072862	ERR10559259	447426	human oral metagenome	4d5c9b384c7f52adc8481dcc42475791;b7110976fd016fe63b02fe4b253783e3	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559259/SJ1656_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559259/SJ1656_2.fastp.fastq.gz	SJ1656
PRJEB57967	SAMEA112182500	ERX10072864	ERR10559261	447426	human oral metagenome	74d0f9aeac3c63ada64f74c49e610126;7e5abf2c33407bf257cc2fa29c402b87	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559261/SJ1658_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559261/SJ1658_2.fastp.fastq.gz	SJ1658
PRJEB57967	SAMEA112182529	ERX10072869	ERR10559266	447426	human oral metagenome	4246a4640ad9abed489994b140b91880;feafafebd7f3c5667ac392f2fd84d7ec	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559266/SJ1663_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559266/SJ1663_2.fastp.fastq.gz	SJ1663
PRJEB57967	SAMEA112182563	ERX10072871	ERR10559268	447426	human oral metagenome	3a079ef4698d631b7d9d0ee4431e2ce1;bed70d7cea418bd0af8fc7062ac5ea73	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559268/SJ1665_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559268/SJ1665_2.fastp.fastq.gz	SJ1665
PRJEB57967	SAMEA112182373	ERX10072872	ERR10559269	447426	human oral metagenome	63026cf1fc0ffe27771afbfbfd57a46a;c44755ecd6300b5a2321fb8175de0bb5	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559269/SJ1666_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559269/SJ1666_2.fastp.fastq.gz	SJ1666
PRJEB57967	SAMEA112182573	ERX10072876	ERR10559273	447426	human oral metagenome	c51d5c392e86e7d0b38abcbce883e9c8;e4da47991848b2dcdaa8b110f7993577	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559273/SJ1670_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559273/SJ1670_2.fastp.fastq.gz	SJ1670
PRJEB57967	SAMEA112182451	ERX10072881	ERR10559278	447426	human oral metagenome	93757c01a10d5329118edf4cc754023f;e2501dbe1f18c467b9fc10cd94dadf06	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559278/SJ1675_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559278/SJ1675_2.fastp.fastq.gz	SJ1675
PRJEB57967	SAMEA112182503	ERX10072882	ERR10559279	447426	human oral metagenome	bda8af13a69a6bb15a918b5bf04517fc;fbbeafe0d07f471149878a9a60eec027	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559279/SJ1676_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559279/SJ1676_2.fastp.fastq.gz	SJ1676
PRJEB57967	SAMEA112182506	ERX10072883	ERR10559280	447426	human oral metagenome	ad7bf8eda5f14ea81e91abd6766e4c18;c26034aae0ba9678f757804be13ace40	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559280/SJ1677_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559280/SJ1677_2.fastp.fastq.gz	SJ1677
PRJEB57967	SAMEA112182552	ERX10072886	ERR10559283	447426	human oral metagenome	95b6ff211a16d679d8fb99a92eb2b1ee;132b1538a492fdf65ac2291f04d0e948	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559283/SJ1680_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559283/SJ1680_2.fastp.fastq.gz	SJ1680
PRJEB57967	SAMEA112182551	ERX10072888	ERR10559285	447426	human oral metagenome	b57831fb9c399f0dde222664e6585b74;07a453b60bfc8e8ae6ff2db3b6800158	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559285/SJ1682_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559285/SJ1682_2.fastp.fastq.gz	SJ1682
PRJEB57967	SAMEA112182425	ERX10072890	ERR10559287	447426	human oral metagenome	302e5da346657fd2e5d59b058ef2905d;e3cdeeffce87ae245722a205837b7792	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559287/SJ1684_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559287/SJ1684_2.fastp.fastq.gz	SJ1684
PRJEB57967	SAMEA112182550	ERX10072892	ERR10559289	447426	human oral metagenome	5e02243a17b65eda29ea9d761f26e4f9;884f4114e6bb5b3fc944956f386d29a1	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559289/SJ1686_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559289/SJ1686_2.fastp.fastq.gz	SJ1686
PRJEB57967	SAMEA112182586	ERX10072894	ERR10559291	447426	human oral metagenome	287eb5ce86a6fbab207ea32319069aba;16156cf0026e0716652d53631623c28a	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559291/SJ1688_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559291/SJ1688_2.fastp.fastq.gz	SJ1688
PRJEB57967	SAMEA112182328	ERX10072895	ERR10559292	447426	human oral metagenome	bb7b6323bcd41c8ac5ddb1b08df28196;05739857d60b9493f7f2ab5f0b81bb2d	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559292/SJ1689_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559292/SJ1689_2.fastp.fastq.gz	SJ1689
PRJEB57967	SAMEA112182568	ERX10072898	ERR10559295	447426	human oral metagenome	88d641fd78c0bacda3ad699d099994fd;39b6e8c532b46ad74b6576e92bd6818a	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559295/SJ1692_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559295/SJ1692_2.fastp.fastq.gz	SJ1692
PRJEB57967	SAMEA112182566	ERX10072906	ERR10559303	447426	human oral metagenome	240ab84eae24fee3d6370fd8240d165f;c0669c6d32ce1d1e5cd3d9256bebe036	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559303/SJ1700_1.fastp.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10559303/SJ1700_2.fastp.fastq.gz	SJ1700
PRJEB57967	SAMEA112181920	ERX10072218	ERR10558615	447426	human oral metagenome	9ebf2db768af91ba97ea04faa2a22a62;b1425c4934c9a7c50a6dc4476badf479	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558615/SJ1004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558615/SJ1004_2.fastq.gz	SJ1004
PRJEB57967	SAMEA112182041	ERX10072220	ERR10558617	447426	human oral metagenome	2bb91ec59d212d5cb88d8843df74add9;3e4b041d3d83d9a8530ef17c52a8ae38	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558617/SJ1006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558617/SJ1006_2.fastq.gz	SJ1006
PRJEB57967	SAMEA112181957	ERX10072221	ERR10558618	447426	human oral metagenome	2c56aaccf17027025031624142473171;dc7d3282fdf97a2f8bc97e50c6a951e1	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558618/SJ1007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558618/SJ1007_2.fastq.gz	SJ1007
PRJEB57967	SAMEA112182207	ERX10072224	ERR10558621	447426	human oral metagenome	c5c2de521eb313c5f2baa47b2d0bfa5c;47367af01b3b7ece31cd45dbdd07aa85	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558621/SJ1010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558621/SJ1010_2.fastq.gz	SJ1010
PRJEB57967	SAMEA112181999	ERX10072226	ERR10558623	447426	human oral metagenome	4618bae323f45ba3dff566fe5fecc75f;a984fbe20b8318b4647d4967c1c14bb4	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558623/SJ1012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558623/SJ1012_2.fastq.gz	SJ1012
PRJEB57967	SAMEA112181956	ERX10072227	ERR10558624	447426	human oral metagenome	915a5edd1211528c4b0d06cfb71cbe20;a9f2255e359e1eefaf3a7e5b5245f8cd	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558624/SJ1013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558624/SJ1013_2.fastq.gz	SJ1013
PRJEB57967	SAMEA112181987	ERX10072230	ERR10558627	447426	human oral metagenome	f83c41bf217ae0a432cc2f0696341e7d;36288fb99fba7f18568e797364d87181	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558627/SJ1016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558627/SJ1016_2.fastq.gz	SJ1016
PRJEB57967	SAMEA112182031	ERX10072232	ERR10558629	447426	human oral metagenome	16adf4740086281d63790ca1236e3a33;4425297607099e567e2b8abe3a225ef7	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558629/SJ1018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558629/SJ1018_2.fastq.gz	SJ1018
PRJEB57967	SAMEA112182021	ERX10072235	ERR10558632	447426	human oral metagenome	43189efd04fc042c10918c83729514cc;eb46829d7344895b4bda4c29ee5a313d	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558632/SJ1021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558632/SJ1021_2.fastq.gz	SJ1021
