study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJNA940351	SAMN33562966	SRX19552068	SRR23689565	408170	human gut metagenome	a683ecf64116b843a4c1518e52b08f52;86910278abaacafca3b43f6829e60022	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/065/SRR23689565/SRR23689565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/065/SRR23689565/SRR23689565_2.fastq.gz	TG31381465
PRJNA940351	SAMN33562874	SRX19552213	SRR23689567	408170	human gut metagenome	b87a04c24cf35dbf930449ccbaadcf8f;fe774a6747612eb7601c9a78beb14cd7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/067/SRR23689567/SRR23689567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/067/SRR23689567/SRR23689567_2.fastq.gz	TG13079885
PRJNA940351	SAMN33562959	SRX19552208	SRR23689572	408170	human gut metagenome	e4b9b60e5c17cc0d60ebe0d37fc8e7f0;4315c1ffdef5057b96fe1632ca120379	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/072/SRR23689572/SRR23689572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/072/SRR23689572/SRR23689572_2.fastq.gz	TG30929430
PRJNA940351	SAMN33562902	SRX19552182	SRR23689598	408170	human gut metagenome	782ebf3aa96e60f98198cbe101fdf437;667186151d9f3957993c67e9ec4f2fa6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/098/SRR23689598/SRR23689598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/098/SRR23689598/SRR23689598_2.fastq.gz	TG23436294
PRJNA940351	SAMN33562916	SRX19552131	SRR23689649	408170	human gut metagenome	243776c5c11ddf65c6dabd9d8720d370;8b5ac2ca1075b8a445bdf1295b1187bb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/049/SRR23689649/SRR23689649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/049/SRR23689649/SRR23689649_2.fastq.gz	TG24990568
PRJNA940351	SAMN33562924	SRX19552122	SRR23689658	408170	human gut metagenome	13c57358c6287eca045720765ac244e0;d540007545d1ac02988739ea9132db2c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/058/SRR23689658/SRR23689658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/058/SRR23689658/SRR23689658_2.fastq.gz	TG25504975
PRJNA940351	SAMN33562855	SRX19552084	SRR23689696	447426	human oral metagenome	2f92ce114b7d020e0d4268d22366917f;d18397219937cb392b169b9b62369c9e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/096/SRR23689696/SRR23689696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/096/SRR23689696/SRR23689696_2.fastq.gz	TO31525813
PRJNA940351	SAMN33562867	SRX19552032	SRR23689710	408170	human gut metagenome	24c0eb4b8d58a62d7b35f50b57864e13;26d197e3bb2a9f0a8fa16dd30e42930f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/010/SRR23689710/SRR23689710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/010/SRR23689710/SRR23689710_2.fastq.gz	TG12105069
PRJNA940351	SAMN33562871	SRX19552069	SRR23689712	408170	human gut metagenome	7d66a75ca8ff3d4535fae0333afc2a3a;7fa18f85efc56930f3644ce87515000f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/012/SRR23689712/SRR23689712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/012/SRR23689712/SRR23689712_2.fastq.gz	TG12869486
PRJNA940351	SAMN33562949	SRX19552057	SRR23689724	408170	human gut metagenome	47e7fac4469c8f63fb3a4dc63ff8e74c;0810a3f818a325473ab3c5385eed6ec9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/024/SRR23689724/SRR23689724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/024/SRR23689724/SRR23689724_2.fastq.gz	TG30207110
PRJNA940351	SAMN33562791	SRX19552043	SRR23689738	447426	human oral metagenome	a1e9c4a82ba919e4989806eefaae0451;6c9aa8dcc9478a5e244483821ff35e59	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/038/SRR23689738/SRR23689738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/038/SRR23689738/SRR23689738_2.fastq.gz	TO23550595
PRJNA940351	SAMN33562965	SRX19552250	SRR23689530	408170	human gut metagenome	94a6ba7f14c7d1010e47de848581a01a;47eed45e0ddcbdad605a717e414a0614	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/030/SRR23689530/SRR23689530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/030/SRR23689530/SRR23689530_2.fastq.gz	TG31224324
PRJNA940351	SAMN33562944	SRX19552244	SRR23689536	408170	human gut metagenome	163f42ca837b4625889ee190f3a852a6;7f5291bb5ddb106a235b7a2a5eebee40	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/036/SRR23689536/SRR23689536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/036/SRR23689536/SRR23689536_2.fastq.gz	TG29570299
PRJNA940351	SAMN33562745	SRX19552242	SRR23689538	447426	human oral metagenome	5d4f2c0b619d44812339404e9277338b;a5eb7e7a2cd72ef4d8dc79d2e703ee93	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/038/SRR23689538/SRR23689538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/038/SRR23689538/SRR23689538_2.fastq.gz	TO10034451
PRJNA940351	SAMN33562746	SRX19552241	SRR23689539	447426	human oral metagenome	78630b8e85e68172f0d008c9b9ca2b2d;1bbca99585d5f05521b93a6c1d9b96ae	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/039/SRR23689539/SRR23689539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/039/SRR23689539/SRR23689539_2.fastq.gz	TO11686798
PRJNA940351	SAMN33562747	SRX19552240	SRR23689540	447426	human oral metagenome	69977a7414e278f82f01593e27acbb82;05c6189063b58d33d56e3a898c19716e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/040/SRR23689540/SRR23689540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/040/SRR23689540/SRR23689540_2.fastq.gz	TO11753723
PRJNA940351	SAMN33562749	SRX19552237	SRR23689543	447426	human oral metagenome	04e4befaaa06dd6478ecf3db117e2b97;84ebf8a6432378ff17f76db0f9a54c42	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/043/SRR23689543/SRR23689543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/043/SRR23689543/SRR23689543_2.fastq.gz	TO12004378
PRJNA940351	SAMN33562750	SRX19552236	SRR23689544	447426	human oral metagenome	257fbc7aa5cc00a1674f84c67c88d19f;59cc5c2c11f5e88769f308d80ed8a052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/044/SRR23689544/SRR23689544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/044/SRR23689544/SRR23689544_2.fastq.gz	TO12014917
PRJNA940351	SAMN33562754	SRX19552232	SRR23689548	447426	human oral metagenome	1ae305a31cefd59dd50654eb9aa4991d;690a0de9c2b2de48f55e3f32566d5c60	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/048/SRR23689548/SRR23689548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/048/SRR23689548/SRR23689548_2.fastq.gz	TO12096637
PRJNA940351	SAMN33562756	SRX19552230	SRR23689550	447426	human oral metagenome	3c9b8ed1d090bc5aba86537daeeacbd4;558e5b8307628db04301fc49949abc19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/050/SRR23689550/SRR23689550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/050/SRR23689550/SRR23689550_2.fastq.gz	TO12401207
PRJNA940351	SAMN33562759	SRX19552226	SRR23689554	447426	human oral metagenome	6cd459c38ce3b59e87343f6f384170c0;d9cbfaf900ba883d1252edc934864bf1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/054/SRR23689554/SRR23689554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/054/SRR23689554/SRR23689554_2.fastq.gz	TO12869486
PRJNA940351	SAMN33562760	SRX19552225	SRR23689555	447426	human oral metagenome	9b655409e0e9dc9766a9f549a497e24f;d1b1aec01d8a6fa6ca14ecc14f378460	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/055/SRR23689555/SRR23689555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/055/SRR23689555/SRR23689555_2.fastq.gz	TO13004629
PRJNA940351	SAMN33562762	SRX19552223	SRR23689557	447426	human oral metagenome	7f77957f0743f53009e30656f15e95f1;c5c8ebcc1653c5c49975456eb1e6f5ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/057/SRR23689557/SRR23689557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/057/SRR23689557/SRR23689557_2.fastq.gz	TO13079885
PRJNA940351	SAMN33562875	SRX19552212	SRR23689568	408170	human gut metagenome	e0e7beb5b8e31ad0b3e17102c2f3d027;0c423e04c2cc19752415686aa1f0c2e1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/068/SRR23689568/SRR23689568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/068/SRR23689568/SRR23689568_2.fastq.gz	TG13125610
PRJNA940351	SAMN33562880	SRX19552206	SRR23689574	408170	human gut metagenome	b618983859944629932d38b1a12a3e7b;8f792c87b658f05860ed5712eebc987e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/074/SRR23689574/SRR23689574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/074/SRR23689574/SRR23689574_2.fastq.gz	TG13743582
PRJNA940351	SAMN33562882	SRX19552204	SRR23689576	408170	human gut metagenome	942a1fefd9ab4bcb5b8139520842b5ca;c508de51d3660d4880c5337e7cd3d08a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/076/SRR23689576/SRR23689576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/076/SRR23689576/SRR23689576_2.fastq.gz	TG14052575
PRJNA940351	SAMN33562884	SRX19552202	SRR23689578	408170	human gut metagenome	9ab4a314695b54296f1f5ab13bcb28ac;4c7822d0341626a093c604d75aa138f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/078/SRR23689578/SRR23689578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/078/SRR23689578/SRR23689578_2.fastq.gz	TG14283117
PRJNA940351	SAMN33562885	SRX19552201	SRR23689579	408170	human gut metagenome	5bcba1729524ab1be4a2f07b213a832d;0dd0e6d1305699a7959bf74168bbb040	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/079/SRR23689579/SRR23689579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/079/SRR23689579/SRR23689579_2.fastq.gz	TG22119262
PRJNA940351	SAMN33562888	SRX19552198	SRR23689582	408170	human gut metagenome	1b5989da0ed605424725f1bb9e0979fc;c15f1e9a57ee8b9e811d8a6c0f1f2c76	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/082/SRR23689582/SRR23689582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/082/SRR23689582/SRR23689582_2.fastq.gz	TG22461428
PRJNA940351	SAMN33562890	SRX19552195	SRR23689585	408170	human gut metagenome	f57bee84ef626b04d5e202df6961bac7;2f09e21339e786617e959c800b1adba7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/085/SRR23689585/SRR23689585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/085/SRR23689585/SRR23689585_2.fastq.gz	TG22551531
PRJNA940351	SAMN33562895	SRX19552190	SRR23689590	408170	human gut metagenome	c614abe4b153ab18d86b1f6f4549e7fe;b055dacabd3e2b7401bddcddcfbf9c3a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/090/SRR23689590/SRR23689590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/090/SRR23689590/SRR23689590_2.fastq.gz	TG22984172
PRJNA940351	SAMN33562897	SRX19552188	SRR23689592	408170	human gut metagenome	7f498d337b8a48171559cb0e59f77e4a;de3570792e7a6144c0c49c24d08386f8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/092/SRR23689592/SRR23689592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/092/SRR23689592/SRR23689592_2.fastq.gz	TG23131201
PRJNA940351	SAMN33562901	SRX19552183	SRR23689597	408170	human gut metagenome	0eb1c89922b9329584e2d05311a035ab;30994f66f45aaff88c3a071f11073d7f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/097/SRR23689597/SRR23689597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/097/SRR23689597/SRR23689597_2.fastq.gz	TG23352496
PRJNA940351	SAMN33562903	SRX19552181	SRR23689599	408170	human gut metagenome	692b707c76d0abaaeade5d763c680943;9f9d90b3a738399ed8503d5df0f8c3ac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/099/SRR23689599/SRR23689599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/099/SRR23689599/SRR23689599_2.fastq.gz	TG23550595
PRJNA940351	SAMN33562905	SRX19552143	SRR23689601	408170	human gut metagenome	2366577335b738a12de52c4f37ea3138;f98dbb5a5dd729a73b0557e71bc270d7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/001/SRR23689601/SRR23689601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/001/SRR23689601/SRR23689601_2.fastq.gz	TG23567727
PRJNA940351	SAMN33562804	SRX19552176	SRR23689604	447426	human oral metagenome	519ca2718a534691603e0ddce85d6811;be545657c04ea89aa5528d08d2256526	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/004/SRR23689604/SRR23689604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/004/SRR23689604/SRR23689604_2.fastq.gz	TO24990568
PRJNA940351	SAMN33562952	SRX19552171	SRR23689609	408170	human gut metagenome	d2f1a51fffef6bd49136baaace21acba;3b47284fe9f06892889376be5b1d3e4d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/009/SRR23689609/SRR23689609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/009/SRR23689609/SRR23689609_2.fastq.gz	TG30597542
PRJNA940351	SAMN33562810	SRX19552169	SRR23689611	447426	human oral metagenome	d7ec2997b647755c38a18dec066987c8;951617545016ad1be86c433cc8dda7d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/011/SRR23689611/SRR23689611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/011/SRR23689611/SRR23689611_2.fastq.gz	TO25482294
PRJNA940351	SAMN33562815	SRX19552164	SRR23689616	447426	human oral metagenome	31bad6b2dc609ea8d0c74bed1072bdcf;13af38d06e5ca13d5510c1298994dc87	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/016/SRR23689616/SRR23689616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/016/SRR23689616/SRR23689616_2.fastq.gz	TO25583984
PRJNA940351	SAMN33562816	SRX19552163	SRR23689617	447426	human oral metagenome	9d553967fe69a1627713ea15d6b17ce5;21085891aaedd3a802a6f52556b0ab3f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/017/SRR23689617/SRR23689617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/017/SRR23689617/SRR23689617_2.fastq.gz	TO25699904
PRJNA940351	SAMN33562822	SRX19552156	SRR23689624	447426	human oral metagenome	60af75f49226e29716eecd5ab92cc498;ebfd20a1fba976843c508617b6be8634	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/024/SRR23689624/SRR23689624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/024/SRR23689624/SRR23689624_2.fastq.gz	TO26466324
PRJNA940351	SAMN33562823	SRX19552155	SRR23689625	447426	human oral metagenome	0a0958aee99fe890c98fe7ebc623dfe2;070d65220343bc6f7373e924cde9e47f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/025/SRR23689625/SRR23689625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/025/SRR23689625/SRR23689625_2.fastq.gz	TO28413776
PRJNA940351	SAMN33562834	SRX19552107	SRR23689637	447426	human oral metagenome	c9c2d3399059ef28e3c4965ac0d2a2f4;50b025e622cb876033c3aa8820b68bb0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/037/SRR23689637/SRR23689637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/037/SRR23689637/SRR23689637_2.fastq.gz	TO29835927
PRJNA940351	SAMN33562908	SRX19552140	SRR23689640	408170	human gut metagenome	d4dcfd2734c6c095cf8326e6118a827e;7a7a5918e9c1b87e749b81ea398dfbf5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/040/SRR23689640/SRR23689640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/040/SRR23689640/SRR23689640_2.fastq.gz	TG23638891
PRJNA940351	SAMN33562909	SRX19552138	SRR23689642	408170	human gut metagenome	65949b11f975a66a1eaad10aabc04124;c167be9c75b04e2dd7b82e54ce5c46e6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/042/SRR23689642/SRR23689642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/042/SRR23689642/SRR23689642_2.fastq.gz	TG23814253
PRJNA940351	SAMN33562911	SRX19552136	SRR23689644	408170	human gut metagenome	ef07d9dc0706b4845ea824bdbbf4de58;cdc0b8020b76c23406c4bef2e57b5adc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/044/SRR23689644/SRR23689644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/044/SRR23689644/SRR23689644_2.fastq.gz	TG24405919
PRJNA940351	SAMN33562914	SRX19552133	SRR23689647	408170	human gut metagenome	953296eebf001fc1905db1767e01d3ac;ea241009720c92580f02171dfdc10bf4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/047/SRR23689647/SRR23689647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/047/SRR23689647/SRR23689647_2.fastq.gz	TG24818184
PRJNA940351	SAMN33562915	SRX19552132	SRR23689648	408170	human gut metagenome	6c9e3ac7017ba30053cf77c325d43b6d;c62fb10c4bc31779aecb793ace706348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/048/SRR23689648/SRR23689648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/048/SRR23689648/SRR23689648_2.fastq.gz	TG24830735
PRJNA940351	SAMN33562919	SRX19552127	SRR23689653	408170	human gut metagenome	107ac04ca08509defadd222b2b955f2c;c2150f07fa3c8a2ea9267dbcc63c9110	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/053/SRR23689653/SRR23689653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/053/SRR23689653/SRR23689653_2.fastq.gz	TG25275742
PRJNA940351	SAMN33562932	SRX19552113	SRR23689667	408170	human gut metagenome	d9c1398e8104f6957b5ac93b0511e0aa;fef21dd3fb441132819f3dd7286eedcd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/067/SRR23689667/SRR23689667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/067/SRR23689667/SRR23689667_2.fastq.gz	TG26330020
PRJNA940351	SAMN33562934	SRX19552111	SRR23689669	408170	human gut metagenome	e5f819015ef0ef7d83c8565fd8de4c21;b9ae16c5047dcc354660887c62a2b72b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/069/SRR23689669/SRR23689669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/069/SRR23689669/SRR23689669_2.fastq.gz	TG26466324
PRJNA940351	SAMN33562935	SRX19552110	SRR23689670	408170	human gut metagenome	d0083d76f36d0862bc4fd61d02465588;2d44da1e83567528f7afb4bc427c9c31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/070/SRR23689670/SRR23689670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/070/SRR23689670/SRR23689670_2.fastq.gz	TG28413776
PRJNA940351	SAMN33562955	SRX19552102	SRR23689678	408170	human gut metagenome	bc20c2eaa93bf77eb18af7d299d1c70b;d4e2377d7e0f6aec5e7e89e8672794be	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/078/SRR23689678/SRR23689678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/078/SRR23689678/SRR23689678_2.fastq.gz	TG30711745
PRJNA940351	SAMN33562843	SRX19552097	SRR23689683	447426	human oral metagenome	64e485b131338ee37bcfa50ece1f6786;a94be25b0167281cb87f556559340833	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/083/SRR23689683/SRR23689683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/083/SRR23689683/SRR23689683_2.fastq.gz	TO30711745
PRJNA940351	SAMN33562847	SRX19552093	SRR23689687	447426	human oral metagenome	08a0fcdcfc7df830663f027042bdc41a;5f544c853a8e717795732e7ca3663434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/087/SRR23689687/SRR23689687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/087/SRR23689687/SRR23689687_2.fastq.gz	TO30929430
PRJNA940351	SAMN33562848	SRX19552092	SRR23689688	447426	human oral metagenome	2b2bcc0e98d07f998eecf0d47e42c546;1065a179d93adad4e9ee1d601ab3907b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/088/SRR23689688/SRR23689688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/088/SRR23689688/SRR23689688_2.fastq.gz	TO30952320
PRJNA940351	SAMN33562956	SRX19552091	SRR23689689	408170	human gut metagenome	e232da34d2c5965653953d110e7491bb;53e2a71d3c600e5299692204dae68ae8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/089/SRR23689689/SRR23689689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/089/SRR23689689/SRR23689689_2.fastq.gz	TG30720176
PRJNA940351	SAMN33562850	SRX19552089	SRR23689691	447426	human oral metagenome	981e2300511490c2832d1c66ebc450e9;f0e38c944ca3f03227dfccfdc7c7d443	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/091/SRR23689691/SRR23689691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/091/SRR23689691/SRR23689691_2.fastq.gz	TO31068120
PRJNA940351	SAMN33562851	SRX19552088	SRR23689692	447426	human oral metagenome	b3aa796edd0086e4431aa9bf760269f6;aca66b8d8754a26d3b28dbd99cf678f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/092/SRR23689692/SRR23689692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/092/SRR23689692/SRR23689692_2.fastq.gz	TO31093335
PRJNA940351	SAMN33562852	SRX19552087	SRR23689693	447426	human oral metagenome	d9491851591cecfb3c73077e7cd68053;8c260c0a916fdabaa693e054f6423fca	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/093/SRR23689693/SRR23689693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/093/SRR23689693/SRR23689693_2.fastq.gz	TO31190118
PRJNA940351	SAMN33562853	SRX19552086	SRR23689694	447426	human oral metagenome	3349c975ed8fd7051353f6d83fe49c39;414cfd8a9fedce1534d0f74b1250e62d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/094/SRR23689694/SRR23689694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/094/SRR23689694/SRR23689694_2.fastq.gz	TO31224324
PRJNA940351	SAMN33562854	SRX19552085	SRR23689695	447426	human oral metagenome	6de193c6982268fbe103bdb31598e2a9;ce0d3807b73bf83c2508ccbbf0db8676	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/095/SRR23689695/SRR23689695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/095/SRR23689695/SRR23689695_2.fastq.gz	TO31381465
PRJNA940351	SAMN33562861	SRX19552077	SRR23689703	408170	human gut metagenome	c42d9e39efe3b11f20863eff93b48720;d10bfaf9030ebb754c6168af8d63cd30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/003/SRR23689703/SRR23689703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/003/SRR23689703/SRR23689703_2.fastq.gz	TG12004378
PRJNA940351	SAMN33562869	SRX19552071	SRR23689709	408170	human gut metagenome	dca37d04bd26aede9e52886a6cd222c2;2aa6bbf038ded5a8d845ce688830a9c3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/009/SRR23689709/SRR23689709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/009/SRR23689709/SRR23689709_2.fastq.gz	TG12496651
PRJNA940351	SAMN33562872	SRX19552215	SRR23689713	408170	human gut metagenome	5451f0ac5d715e89d1b9cfaa84c0e705;b05b6df1fb270db55f775f7c6fef9bd2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/013/SRR23689713/SRR23689713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/013/SRR23689713/SRR23689713_2.fastq.gz	TG13004629
PRJNA940351	SAMN33562769	SRX19552067	SRR23689714	447426	human oral metagenome	1ec173c22b4d440876112223d22097ba;13e52a0ff99ed7974cbeba3b0c9c0425	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/014/SRR23689714/SRR23689714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/014/SRR23689714/SRR23689714_2.fastq.gz	TO13881180
PRJNA940351	SAMN33562771	SRX19552065	SRR23689716	447426	human oral metagenome	4e345a601e914bfada8d98478eaff4f5;c2117f904a950772a86f735cfff72bc1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/016/SRR23689716/SRR23689716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/016/SRR23689716/SRR23689716_2.fastq.gz	TO14068385
PRJNA940351	SAMN33562772	SRX19552064	SRR23689717	447426	human oral metagenome	e786234647e1cc87c25bd4be2bbcc927;af96f09942f43c4e815192699f5b1cea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/017/SRR23689717/SRR23689717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/017/SRR23689717/SRR23689717_2.fastq.gz	TO14283117
PRJNA940351	SAMN33562773	SRX19552063	SRR23689718	447426	human oral metagenome	d71b7eee4d2fd77836822528afd79875;847c53375abb4b528027d77a363ae31f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/018/SRR23689718/SRR23689718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/018/SRR23689718/SRR23689718_2.fastq.gz	TO22119262
