study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJDB4107	SAMD00038355	DRX039666	DRR044116	447426	human oral metagenome	e5633bf2b54bddc54c1c1689508cd660	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044116/DRR044116.fastq.gz	SAMD00038355
PRJDB4107	SAMD00038357	DRX039668	DRR044118	447426	human oral metagenome	ba9a0aa811867e105c21626db287a940	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044118/DRR044118.fastq.gz	SAMD00038357
PRJDB4107	SAMD00038364	DRX039675	DRR044125	447426	human oral metagenome	f9292f29659997c4742696e7072fc2de	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044125/DRR044125.fastq.gz	SAMD00038364
PRJDB4107	SAMD00038366	DRX039677	DRR044127	447426	human oral metagenome	ee6fd6651d34fe75090dbcf65088354e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044127/DRR044127.fastq.gz	SAMD00038366
PRJDB4107	SAMD00038372	DRX039683	DRR044133	447426	human oral metagenome	f0b8be819f3e9768e97b32fc5ee0c037	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044133/DRR044133.fastq.gz	SAMD00038372
PRJDB4107	SAMD00038374	DRX039685	DRR044135	447426	human oral metagenome	0f87968be2a2753c2db514c0c85e62e2	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044135/DRR044135.fastq.gz	SAMD00038374
PRJDB4107	SAMD00038378	DRX039689	DRR044139	447426	human oral metagenome	586b86140454f327589f5423900ccee1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044139/DRR044139.fastq.gz	SAMD00038378
PRJDB4107	SAMD00038380	DRX039691	DRR044141	447426	human oral metagenome	74f7e8b0df7ed1bfdfcd14db977521cb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044141/DRR044141.fastq.gz	SAMD00038380
PRJDB4107	SAMD00038381	DRX039692	DRR044142	447426	human oral metagenome	0daca5fd648c11c83c9c276d93002fbb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044142/DRR044142.fastq.gz	SAMD00038381
PRJDB4107	SAMD00038382	DRX039693	DRR044143	447426	human oral metagenome	996132ea7242b79fe79bfa285a56631d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044143/DRR044143.fastq.gz	SAMD00038382
PRJDB4107	SAMD00038384	DRX039695	DRR044145	447426	human oral metagenome	bd92fa5ad33d01e61927abb82e4f3329	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044145/DRR044145.fastq.gz	SAMD00038384
PRJDB4107	SAMD00038391	DRX039702	DRR044152	447426	human oral metagenome	74886713c120df629bebf1f7ceaeb26d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044152/DRR044152.fastq.gz	SAMD00038391
PRJDB4107	SAMD00038392	DRX039703	DRR044153	447426	human oral metagenome	0871d49c4726bd76cac7ec3936d5ac54	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044153/DRR044153.fastq.gz	SAMD00038392
PRJDB4107	SAMD00038393	DRX039704	DRR044154	447426	human oral metagenome	574ca20b23608c31708dacf46316765c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044154/DRR044154.fastq.gz	SAMD00038393
PRJDB4107	SAMD00038398	DRX039709	DRR044159	447426	human oral metagenome	45c329ecb5a8de45aa66653f32c2cedc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044159/DRR044159.fastq.gz	SAMD00038398
PRJDB4107	SAMD00038399	DRX039710	DRR044160	447426	human oral metagenome	746007505a4afaccbf5c8b347c974688	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044160/DRR044160.fastq.gz	SAMD00038399
PRJDB4107	SAMD00038405	DRX039716	DRR044166	447426	human oral metagenome	e936f65f7c048a7ab0dbd85568a4eb53	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044166/DRR044166.fastq.gz	SAMD00038405
PRJDB4107	SAMD00038417	DRX039728	DRR044178	447426	human oral metagenome	6c23c998914eb4d873e686534caf733b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044178/DRR044178.fastq.gz	SAMD00038417
PRJDB4107	SAMD00038419	DRX039730	DRR044180	447426	human oral metagenome	ca1f15f6059b42cbc042ad9f20582ccd	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044180/DRR044180.fastq.gz	SAMD00038419
PRJDB4107	SAMD00038420	DRX039731	DRR044181	447426	human oral metagenome	05af295984a4f52c6a2020cea20554fa	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044181/DRR044181.fastq.gz	SAMD00038420
PRJDB4107	SAMD00038422	DRX039733	DRR044183	447426	human oral metagenome	469bf7a65e5172735936d255a350cac1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044183/DRR044183.fastq.gz	SAMD00038422
PRJDB4107	SAMD00038425	DRX039736	DRR044186	447426	human oral metagenome	703619f2d455db650c740192dbdc4bd3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044186/DRR044186.fastq.gz	SAMD00038425
PRJDB4107	SAMD00038426	DRX039737	DRR044187	447426	human oral metagenome	56cb47d7f50a8bd7558e1bc741a8a2c2	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044187/DRR044187.fastq.gz	SAMD00038426
PRJDB4107	SAMD00038427	DRX039738	DRR044188	447426	human oral metagenome	31c15a09311575f1603e89d2d41300b3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044188/DRR044188.fastq.gz	SAMD00038427
PRJDB4107	SAMD00038430	DRX039741	DRR044191	447426	human oral metagenome	c313a64427d21404e0b2edf10d19ac3b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044191/DRR044191.fastq.gz	SAMD00038430
PRJDB4107	SAMD00038433	DRX039744	DRR044194	447426	human oral metagenome	4fa4ff9aa08acc680bd45e2e28f77ab7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044194/DRR044194.fastq.gz	SAMD00038433
PRJDB4107	SAMD00038435	DRX039746	DRR044196	447426	human oral metagenome	d29f905e433e8c87879a9301b7849b5a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044196/DRR044196.fastq.gz	SAMD00038435
PRJDB4107	SAMD00038436	DRX039747	DRR044197	447426	human oral metagenome	6ae12530a4bbc1425b9d41b874988af6	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044197/DRR044197.fastq.gz	SAMD00038436
PRJDB4107	SAMD00038438	DRX039749	DRR044199	447426	human oral metagenome	b850c3857f713a517b07a5c9d3e9ff6e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044199/DRR044199.fastq.gz	SAMD00038438
PRJDB4107	SAMD00038439	DRX039750	DRR044200	447426	human oral metagenome	c4ae3e094cfbffda5dec5993f2cb2afd	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044200/DRR044200.fastq.gz	SAMD00038439
PRJDB4107	SAMD00038124	DRX039751	DRR044201	447426	human oral metagenome	945f2a6aa7336a83ec1e184a69d6c2c0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044201/DRR044201.fastq.gz	SAMD00038124
PRJDB4107	SAMD00038126	DRX039753	DRR044203	447426	human oral metagenome	b56eb834b3dd05ac75a6cbef9e059257	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044203/DRR044203.fastq.gz	SAMD00038126
PRJDB4107	SAMD00038130	DRX039757	DRR044207	447426	human oral metagenome	a6b97893b840e71bf49ee84bd4702e2c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044207/DRR044207.fastq.gz	SAMD00038130
PRJDB4107	SAMD00038135	DRX039762	DRR044212	447426	human oral metagenome	1ac50a82cb37be65def65a531777c0d2	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044212/DRR044212.fastq.gz	SAMD00038135
PRJDB4107	SAMD00038137	DRX039764	DRR044214	447426	human oral metagenome	0f4b28e2b0fc834ae5ff7f900a219748	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044214/DRR044214.fastq.gz	SAMD00038137
PRJDB4107	SAMD00038138	DRX039765	DRR044215	447426	human oral metagenome	f2d6ca87830064f61cb8492833894961	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044215/DRR044215.fastq.gz	SAMD00038138
PRJDB4107	SAMD00038146	DRX039773	DRR044223	447426	human oral metagenome	0ebdec22784e64c9de30cbee80ec8eed	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044223/DRR044223.fastq.gz	SAMD00038146
PRJDB4107	SAMD00038148	DRX039775	DRR044225	447426	human oral metagenome	336e04b1f1213dcd8a9db5faab74710f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044225/DRR044225.fastq.gz	SAMD00038148
PRJDB4107	SAMD00038149	DRX039776	DRR044226	447426	human oral metagenome	edd6b9bbe5b464734b77944f210654f7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044226/DRR044226.fastq.gz	SAMD00038149
PRJDB4107	SAMD00038162	DRX039789	DRR044239	447426	human oral metagenome	4e17096b8004b2e7da9c62bc27ac3d87	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044239/DRR044239.fastq.gz	SAMD00038162
PRJDB4107	SAMD00038164	DRX039791	DRR044241	447426	human oral metagenome	7a3fdf620d433c0b10a0daa507cdfe4e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044241/DRR044241.fastq.gz	SAMD00038164
PRJDB4107	SAMD00038166	DRX039793	DRR044243	447426	human oral metagenome	7682922c0abfa36f6ddbe8d577adbd18	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044243/DRR044243.fastq.gz	SAMD00038166
PRJDB4107	SAMD00038169	DRX039796	DRR044246	447426	human oral metagenome	3ec65be3746168cc875271649b8f95d8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044246/DRR044246.fastq.gz	SAMD00038169
PRJDB4107	SAMD00038170	DRX039797	DRR044247	447426	human oral metagenome	635038ba9834ea48354d7931ee925678	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044247/DRR044247.fastq.gz	SAMD00038170
PRJDB4107	SAMD00038173	DRX039800	DRR044250	447426	human oral metagenome	9d41ff9b2156e25080aff5ec97310578	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044250/DRR044250.fastq.gz	SAMD00038173
PRJDB4107	SAMD00038174	DRX039801	DRR044251	447426	human oral metagenome	25638fa43997d3eafb91acf11e917938	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044251/DRR044251.fastq.gz	SAMD00038174
PRJDB4107	SAMD00038176	DRX039803	DRR044253	447426	human oral metagenome	79e85c7b7c3cd3b7808a4055c08d46ed	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044253/DRR044253.fastq.gz	SAMD00038176
PRJDB4107	SAMD00038182	DRX039809	DRR044259	447426	human oral metagenome	eec0cf385d423cdb3f7c6c463f788f9c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044259/DRR044259.fastq.gz	SAMD00038182
PRJDB4107	SAMD00038187	DRX039814	DRR044264	447426	human oral metagenome	94d078dce85b5c47842ac9f92df97f66	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044264/DRR044264.fastq.gz	SAMD00038187
PRJDB4107	SAMD00038188	DRX039815	DRR044265	447426	human oral metagenome	6fe869677d9f4ee9146c973e640eec4e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044265/DRR044265.fastq.gz	SAMD00038188
PRJDB4107	SAMD00038190	DRX039817	DRR044267	447426	human oral metagenome	54e6cddd557171f5d60ce5e106c4e743	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044267/DRR044267.fastq.gz	SAMD00038190
PRJDB4107	SAMD00038191	DRX039818	DRR044268	447426	human oral metagenome	ae21ed36dd9f24c0b448e692d5805724	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044268/DRR044268.fastq.gz	SAMD00038191
PRJDB4107	SAMD00038193	DRX039820	DRR044270	447426	human oral metagenome	79b0e8f6910e9e83f295a6577128c271	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044270/DRR044270.fastq.gz	SAMD00038193
PRJDB4107	SAMD00038194	DRX039821	DRR044271	447426	human oral metagenome	374037c16bf703ea9e8a5b3b60f40861	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044271/DRR044271.fastq.gz	SAMD00038194
PRJDB4107	SAMD00038195	DRX039822	DRR044272	447426	human oral metagenome	b7a5e2c6f6ed3e33f0fa9bdd2f0f9518	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044272/DRR044272.fastq.gz	SAMD00038195
PRJDB4107	SAMD00038198	DRX039825	DRR044275	447426	human oral metagenome	352fcfbcdac28de79bd1772e51183fbc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044275/DRR044275.fastq.gz	SAMD00038198
PRJDB4107	SAMD00038199	DRX039826	DRR044276	447426	human oral metagenome	02c5f27a19679c2d5e4b7a80b111630e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044276/DRR044276.fastq.gz	SAMD00038199
PRJDB4107	SAMD00038200	DRX039827	DRR044277	447426	human oral metagenome	4f58cef24f4646ad4b78087bcb0978a3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044277/DRR044277.fastq.gz	SAMD00038200
PRJDB4107	SAMD00038201	DRX039828	DRR044278	447426	human oral metagenome	057ef80cfa899ab321ff1527b85a9df1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044278/DRR044278.fastq.gz	SAMD00038201
PRJDB4107	SAMD00038205	DRX039832	DRR044282	447426	human oral metagenome	6a795ce576b7bb3b4580db54290ff367	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044282/DRR044282.fastq.gz	SAMD00038205
PRJDB4107	SAMD00038206	DRX039833	DRR044283	447426	human oral metagenome	53feb63922c2d294d5de8f98a6c714dc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044283/DRR044283.fastq.gz	SAMD00038206
PRJDB4107	SAMD00038207	DRX039834	DRR044284	447426	human oral metagenome	6b57e6d5a32c09c276f2e1af5a37764a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044284/DRR044284.fastq.gz	SAMD00038207
PRJDB4107	SAMD00038209	DRX039836	DRR044286	447426	human oral metagenome	5d55098e988bab86dadce8d3b09b9381	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044286/DRR044286.fastq.gz	SAMD00038209
PRJDB4107	SAMD00038213	DRX039840	DRR044290	447426	human oral metagenome	ccf233447c9b2bee578e7b7241bab0a1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044290/DRR044290.fastq.gz	SAMD00038213
PRJDB4107	SAMD00038217	DRX039844	DRR044294	447426	human oral metagenome	73bb4a662f3c9bd1845f1032626049dc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044294/DRR044294.fastq.gz	SAMD00038217
PRJDB4107	SAMD00038218	DRX039845	DRR044295	447426	human oral metagenome	9f7cd1a8433d96dcb9190cbe7188f33f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044295/DRR044295.fastq.gz	SAMD00038218
PRJDB4107	SAMD00038220	DRX039847	DRR044297	447426	human oral metagenome	c539d89e053e3e45337b65d9fd65efe5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044297/DRR044297.fastq.gz	SAMD00038220
PRJDB4107	SAMD00038223	DRX039850	DRR044300	447426	human oral metagenome	082540fa332de05959f6c1b955507c9c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044300/DRR044300.fastq.gz	SAMD00038223
PRJDB4107	SAMD00038225	DRX039852	DRR044302	447426	human oral metagenome	9ffde031fdb690003ddeee8e8107d424	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044302/DRR044302.fastq.gz	SAMD00038225
PRJDB4107	SAMD00038229	DRX039856	DRR044306	447426	human oral metagenome	341f7fd84562612fe4cc9dd9ce111f56	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044306/DRR044306.fastq.gz	SAMD00038229
PRJDB4107	SAMD00038230	DRX039857	DRR044307	447426	human oral metagenome	c8f81ef71600c087ed68973baee7626c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044307/DRR044307.fastq.gz	SAMD00038230
PRJDB4107	SAMD00038234	DRX039861	DRR044311	447426	human oral metagenome	3eaad5651aa89d58e8247e1482bded23	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044311/DRR044311.fastq.gz	SAMD00038234
PRJDB4107	SAMD00038237	DRX039864	DRR044314	447426	human oral metagenome	b9676f8b3a81afa93579aecf344cbf53	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044314/DRR044314.fastq.gz	SAMD00038237
PRJDB4107	SAMD00038238	DRX039865	DRR044315	447426	human oral metagenome	62bb64f21130e8efc889716b2aa8bac1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044315/DRR044315.fastq.gz	SAMD00038238
PRJDB4107	SAMD00038242	DRX039869	DRR044319	447426	human oral metagenome	e2bff0cee3138581afbb6fe248e434d1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044319/DRR044319.fastq.gz	SAMD00038242
PRJDB4107	SAMD00038246	DRX039873	DRR044323	447426	human oral metagenome	f4474b52c0ceff8aa71c9ddda4c4cdb0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044323/DRR044323.fastq.gz	SAMD00038246
PRJDB4107	SAMD00038250	DRX039877	DRR044327	447426	human oral metagenome	f7460112131b953c2c97770d33f45946	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044327/DRR044327.fastq.gz	SAMD00038250
PRJDB4107	SAMD00038252	DRX039879	DRR044329	447426	human oral metagenome	2d1c0cbcb2e01cf1e03edbf3c93f72d5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044329/DRR044329.fastq.gz	SAMD00038252
PRJDB4107	SAMD00038263	DRX039890	DRR044340	447426	human oral metagenome	472a342a89e6275cb767eedc6f80b635	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044340/DRR044340.fastq.gz	SAMD00038263
PRJDB4107	SAMD00038264	DRX039891	DRR044341	447426	human oral metagenome	5c3549d35908484d1a45186cc232c1a5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044341/DRR044341.fastq.gz	SAMD00038264
PRJDB4107	SAMD00038265	DRX039892	DRR044342	447426	human oral metagenome	9ff9bcfd7f01cef3cb216ed7adcb2ce8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044342/DRR044342.fastq.gz	SAMD00038265
PRJDB4107	SAMD00038270	DRX039897	DRR044347	447426	human oral metagenome	56236299dc9a4ee1cdc51e4658474d99	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044347/DRR044347.fastq.gz	SAMD00038270
PRJDB4107	SAMD00038272	DRX039899	DRR044349	447426	human oral metagenome	cf3fe5d5685064a837ce3871a0c9c7b4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044349/DRR044349.fastq.gz	SAMD00038272
PRJDB4107	SAMD00038274	DRX039901	DRR044351	447426	human oral metagenome	d80e6ef0ab3ca488607416133e7b5ca5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044351/DRR044351.fastq.gz	SAMD00038274
PRJDB4107	SAMD00038279	DRX039906	DRR044356	447426	human oral metagenome	b2bc97d129698b6e09c2ed2b4c39485c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044356/DRR044356.fastq.gz	SAMD00038279
PRJDB4107	SAMD00038280	DRX039907	DRR044357	447426	human oral metagenome	3e2eca49a092a8f689d7dfbdcbb0eec0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044357/DRR044357.fastq.gz	SAMD00038280
PRJDB4107	SAMD00038284	DRX039911	DRR044361	447426	human oral metagenome	589229270b90c7dd67cf560722ce78fb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044361/DRR044361.fastq.gz	SAMD00038284
PRJDB4107	SAMD00038287	DRX039914	DRR044364	447426	human oral metagenome	4b00d15d3e0b8d3a13e0863da7e1eeed	ftp.sra.ebi.ac.uk/vol1/fastq/DRR044/DRR044364/DRR044364.fastq.gz	SAMD00038287
PRJDB4107	SAMD00037389	DRX042611	DRR047323	447426	human oral metagenome	f210acb9616da1614a0b625c643f840d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047323/DRR047323.fastq.gz	SAMD00037389
PRJDB4107	SAMD00037393	DRX042615	DRR047327	447426	human oral metagenome	3f9f2adaedfea12d652646e7c16a0cbf	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047327/DRR047327.fastq.gz	SAMD00037393
PRJDB4107	SAMD00037395	DRX042617	DRR047329	447426	human oral metagenome	8ba3f140785055bebc15c98df16ff86f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047329/DRR047329.fastq.gz	SAMD00037395
PRJDB4107	SAMD00037398	DRX042620	DRR047332	447426	human oral metagenome	766caca67158965c13bb8bc9450b30d9	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047332/DRR047332.fastq.gz	SAMD00037398
PRJDB4107	SAMD00037406	DRX042628	DRR047340	447426	human oral metagenome	c560a8f5cc99ea2ec15ef1829137925a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047340/DRR047340.fastq.gz	SAMD00037406
PRJDB4107	SAMD00037407	DRX042629	DRR047341	447426	human oral metagenome	eba281e2b6ea700e84e44d3450266d7c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047341/DRR047341.fastq.gz	SAMD00037407
PRJDB4107	SAMD00037417	DRX042639	DRR047351	447426	human oral metagenome	77c5a4decbbb052b7e512814866053a4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047351/DRR047351.fastq.gz	SAMD00037417
PRJDB4107	SAMD00037419	DRX042641	DRR047353	447426	human oral metagenome	070ad91a71455cafe30ccf2e63cdedc0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047353/DRR047353.fastq.gz	SAMD00037419
PRJDB4107	SAMD00037425	DRX042647	DRR047359	447426	human oral metagenome	1aedcd4f05710170c820015bda0f4d49	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047359/DRR047359.fastq.gz	SAMD00037425
PRJDB4107	SAMD00037427	DRX042649	DRR047361	447426	human oral metagenome	1447eca39b6496a4cd1d039336307326	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047361/DRR047361.fastq.gz	SAMD00037427
PRJDB4107	SAMD00037431	DRX042653	DRR047365	447426	human oral metagenome	61b6bde9fd6cf10516aa011e606a586e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047365/DRR047365.fastq.gz	SAMD00037431
PRJDB4107	SAMD00037433	DRX042655	DRR047367	447426	human oral metagenome	b85ebfeecf5ccd4a4b1189d6c9da361b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047367/DRR047367.fastq.gz	SAMD00037433
PRJDB4107	SAMD00037438	DRX042660	DRR047372	447426	human oral metagenome	11ffcdc0249f681f92ae97af1d33d643	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047372/DRR047372.fastq.gz	SAMD00037438
PRJDB4107	SAMD00037441	DRX042663	DRR047375	447426	human oral metagenome	089852a53502ca61f9cadf3c39c7efd3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047375/DRR047375.fastq.gz	SAMD00037441
PRJDB4107	SAMD00037443	DRX042665	DRR047377	447426	human oral metagenome	7004af05f81ba9a8a259877803de75ee	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047377/DRR047377.fastq.gz	SAMD00037443
PRJDB4107	SAMD00037448	DRX042670	DRR047382	447426	human oral metagenome	90fd35464c7adfe69b6cdb2c7f17ab1a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047382/DRR047382.fastq.gz	SAMD00037448
PRJDB4107	SAMD00037455	DRX042677	DRR047389	447426	human oral metagenome	74b0638aa21c1ac329e4bf91ced9b9db	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047389/DRR047389.fastq.gz	SAMD00037455
PRJDB4107	SAMD00037459	DRX042681	DRR047393	447426	human oral metagenome	cab70a5ba9cc42f2842bcac5353e40e3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047393/DRR047393.fastq.gz	SAMD00037459
PRJDB4107	SAMD00037466	DRX042688	DRR047400	447426	human oral metagenome	f036e790fa44a64ca3af5913f7ef8952	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047400/DRR047400.fastq.gz	SAMD00037466
PRJDB4107	SAMD00037468	DRX042690	DRR047402	447426	human oral metagenome	c3344a872483a298d314b90c599bd8e1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047402/DRR047402.fastq.gz	SAMD00037468
PRJDB4107	SAMD00037472	DRX042694	DRR047406	447426	human oral metagenome	5fb664b6f75d4fb79304f123f8adef1a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047406/DRR047406.fastq.gz	SAMD00037472
PRJDB4107	SAMD00037474	DRX042696	DRR047408	447426	human oral metagenome	e7c1893fc75b4610f8ed49e901f96a98	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047408/DRR047408.fastq.gz	SAMD00037474
PRJDB4107	SAMD00037479	DRX042701	DRR047413	447426	human oral metagenome	b5cb238e64a8f43bc1303ae578cdcffb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047413/DRR047413.fastq.gz	SAMD00037479
PRJDB4107	SAMD00037483	DRX042705	DRR047417	447426	human oral metagenome	242e9003449098fcfc02b30c8de57c5e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047417/DRR047417.fastq.gz	SAMD00037483
PRJDB4107	SAMD00037485	DRX042707	DRR047419	447426	human oral metagenome	a9d62b15dd5ae16bf2eb3ca968b23bda	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047419/DRR047419.fastq.gz	SAMD00037485
PRJDB4107	SAMD00037488	DRX042710	DRR047422	447426	human oral metagenome	5e1b23311f577cfe18a50261eb60a433	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047422/DRR047422.fastq.gz	SAMD00037488
PRJDB4107	SAMD00037489	DRX042711	DRR047423	447426	human oral metagenome	e1e7edea17e5b6f5b5d7e9fb938462ac	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047423/DRR047423.fastq.gz	SAMD00037489
PRJDB4107	SAMD00037490	DRX042712	DRR047424	447426	human oral metagenome	e5a5070cfa789908edb688ab179cac0e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047424/DRR047424.fastq.gz	SAMD00037490
PRJDB4107	SAMD00037492	DRX042714	DRR047426	447426	human oral metagenome	324147a68b5252f50593a904f17f5c36	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047426/DRR047426.fastq.gz	SAMD00037492
